ChamferL2 x 10000_mean,ChamferL2 x 10000_std,BL quality_mean,BL quality_std,No. ints._mean,No. ints._std,Precision@0.01_mean,Precision@0.01_std,Recall@0.01_mean,Recall@0.01_std,F1@0.01_mean,F1@0.01_std,Precision@0.02_mean,Precision@0.02_std,Recall@0.02_mean,Recall@0.02_std,F1@0.02_mean,F1@0.02_std,Search_mean,Search_std,Total_mean,Total_std,num_test_samples
3.0787947177886963,0.0,0.9952208399772644,0.0,0.0,0.0,61.439998626708984,0.0,66.58999633789062,0.0,63.911415100097656,0.0,88.47999572753906,0.0,94.6199951171875,0.0,91.4470443725586,0.0,0.0044400691986083984,0.0,0.0044400691986083984,0.0,1
