ChamferL2 x 10000_mean,ChamferL2 x 10000_std,BL quality_mean,BL quality_std,No. ints._mean,No. ints._std,Precision@0.01_mean,Precision@0.01_std,Recall@0.01_mean,Recall@0.01_std,F1@0.01_mean,F1@0.01_std,Precision@0.02_mean,Precision@0.02_std,Recall@0.02_mean,Recall@0.02_std,F1@0.02_mean,F1@0.02_std,Search_mean,Search_std,Total_mean,Total_std,num_test_samples
2.949904203414917,0.0,0.995898425579071,0.0,0.0,0.0,59.7400016784668,0.0,62.779998779296875,0.0,61.222286224365234,0.0,90.5999984741211,0.0,94.52999877929688,0.0,92.52328491210938,0.0,0.07278800010681152,0.0,0.07278800010681152,0.0,1
