ChamferL2 x 10000_mean,ChamferL2 x 10000_std,BL quality_mean,BL quality_std,No. ints._mean,No. ints._std,Precision@0.01_mean,Precision@0.01_std,Recall@0.01_mean,Recall@0.01_std,F1@0.01_mean,F1@0.01_std,Precision@0.02_mean,Precision@0.02_std,Recall@0.02_mean,Recall@0.02_std,F1@0.02_mean,F1@0.02_std,Search_mean,Search_std,Total_mean,Total_std,num_test_samples
4.0154314041137695,0.0,0.9512489438056946,0.0,0.0,0.0,50.529998779296875,0.0,53.3599967956543,0.0,51.90644836425781,0.0,84.19999694824219,0.0,87.75999450683594,0.0,85.94314575195312,0.0,0.0037870407104492188,0.0,0.0037870407104492188,0.0,1
