DALS_path,split_type,augmentation_type,scaling_type,decoder_mode,latent_dim,ChamferL2 x 10000_mean,ChamferL2 x 10000_std,BL quality_mean,BL quality_std,No. ints._mean,No. ints._std,Precision@0.01_mean,Precision@0.01_std,Recall@0.01_mean,Recall@0.01_std,F1@0.01_mean,F1@0.01_std,Precision@0.02_mean,Precision@0.02_std,Recall@0.02_mean,Recall@0.02_std,F1@0.02_mean,F1@0.02_std,Search_mean,Search_std,Total_mean,Total_std,num_test_samples
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-45-59.ckpt,separate,aug,global,mlp,512,962.0705076518811,289.23565599875906,0.9884824752807617,0.0,0.0,0.0,0.6240526175763654,0.3548973778954113,9.888473440942011,5.718461584133338,1.1707936577793014,0.6621234077268036,1.2592170799065283,0.7061142030950878,20.10123634112901,11.270880214322704,2.3630741818832526,1.3162848985489148,1.6041154092863987,0.002452561937242904,1.6041158641639508,0.002452553777320346,152
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-46-00.ckpt,separate,aug,global,mlp,256,962.0450419375771,288.70259233292967,0.9884824752807617,0.0,0.0,0.0,0.624960511653243,0.36085989092736204,9.865697121541752,5.693139579374365,1.1721217352406759,0.6723058058332535,1.2563881268602257,0.7098201268498828,20.0931444090644,11.271513078168562,2.3578832043812756,1.3225700422430229,1.5181210574350859,0.0017500313769353616,1.5181215232924412,0.0017500216797029374,152
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-46-17.ckpt,mixed,noaug,individual,gcnn,512,159.5481492129239,119.83020368865488,0.9334664030508562,0.0007318523047245461,0.08913352272727272,0.06855073018189577,9.647654299302534,4.1182946056340155,11.067836232618852,4.3911199542064985,10.287609174034813,4.231924192555028,20.04658128565008,8.040357454707843,23.259254022078082,8.543724609910406,21.479789291728625,8.238290274265507,1.8108198469335384,0.0025500749027697624,1.810820349779996,0.0025500913465419973,55
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-46-26.ckpt,mixed,noaug,global,gcnn,128,68.08672429865057,58.23010370571213,0.9332669810815291,0.0007522877650535185,0.6150568181818182,0.11514994302312226,16.269799587943336,5.3697147499264934,16.30723583915017,5.292718240615465,16.171262793107466,5.231959244521534,31.779908232255416,9.708856464185065,31.903562823208894,9.635454372808551,31.61265232779763,9.469562211352537,1.671939433704723,0.0015415842370765692,1.6719399538907138,0.001541635444328376,55
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-47-45.ckpt,mixed,aug,individual,mlp,128,2864.520685369318,475.6816053284931,0.9884824752807617,0.0,0.0,0.0,0.2052727229215882,0.1754892817389328,7.577127000960437,6.479754421438974,0.3995887185700915,0.3415284869010477,0.40389089841734277,0.331138782691032,15.910490443489769,13.16062489424742,0.7874776593663476,0.6454978101884687,1.4841328967701306,0.0017091940837721106,1.484133360602639,0.0017091645049871285,55
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-47-47.ckpt,mixed,aug,individual,mlp,512,2863.0974720348013,475.83512102921674,0.9884824752807617,0.0,0.0,0.0,0.20634545086121017,0.17796722950496946,7.569163429737091,6.496839164049885,0.4015789307653904,0.34621769152802023,0.41139998869462446,0.34331530409815814,15.882836099104448,13.132476936839874,0.8016987849365581,0.6686023607337256,1.6016369472850454,0.0014658284720024076,1.6016374154524369,0.0014658896798922885,55
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-47-46.ckpt,mixed,aug,individual,gcnn,512,2429.916863458807,369.56563014783006,0.38666863441467286,0.004321720860106527,1.6235795454545454,0.17039386940902465,0.7501636082475835,0.2639315743556027,3.630781719901345,1.177354769549514,1.2411029588092457,0.42730751320783095,1.513054498759183,0.5051077571186907,7.857890692624179,2.42135342286544,2.5322708064859563,0.8273363350648164,1.8125407565723766,0.002235628147571988,1.8125412940979004,0.00223564811717339,55
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-47-48.ckpt,mixed,aug,individual,mlp,256,2862.7127796519885,475.4929042462895,0.9884824752807617,0.0,0.0,0.0,0.20483635879037054,0.17229105912435239,7.554908836429769,6.469141684518786,0.3987103267826817,0.3354642551528117,0.40929090109738436,0.3386216791766935,15.920181638544255,13.188813613752497,0.7977395610375838,0.6597808998891044,1.5169949748299338,0.0013434275532778804,1.5169954603368585,0.0013434096456846087,55
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-48-01.ckpt,mixed,aug,global,mlp,512,917.8589915882458,276.2030443265829,0.9884824752807617,0.0,0.0,0.0,0.6371636184440418,0.38254285768850166,9.615836155685512,5.979628880499882,1.1914400550113482,0.7114143349223713,1.2641636049205607,0.7531173084146593,19.58332701596347,12.160847787660268,2.3677531925114716,1.4038360932870202,1.6027221419594504,0.0014467083012288586,1.6027225927873092,0.0014467129333515768,55
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-10-17_13-47-58.ckpt,mixed,aug,global,mlp,256,918.0427906383168,276.32488316015326,0.9884824752807617,0.0,0.0,0.0,0.633054529756985,0.3778003920239588,9.630326995253563,5.983613517188869,1.1844089156524702,0.7034524627598477,1.2648726945573634,0.7525964837208396,19.636345035379584,12.174887367889232,2.3690334087068385,1.402686171946267,1.5167185349897905,0.0017840700435038256,1.516718981482766,0.0017840892150676625,55
