DALS_path,split_type,augmentation_type,scaling_type,decoder_mode,latent_dim,ChamferL2 x 10000_mean,ChamferL2 x 10000_std,BL quality_mean,BL quality_std,No. ints._mean,No. ints._std,Precision@0.01_mean,Precision@0.01_std,Recall@0.01_mean,Recall@0.01_std,F1@0.01_mean,F1@0.01_std,Precision@0.02_mean,Precision@0.02_std,Recall@0.02_mean,Recall@0.02_std,under,F1@0.02_std,Search_mean,Search_std,Total_mean,Total_std,num_test_samples
/home/ralbe/DALS/mesh_autodecoder/models/MeshDecoderTrainer_2025-11-06_10-40-50.ckpt,,aug,,gcnn,128,9.63889844417572,2.4582640109357445,0.9903229653835297,0.0017562597447776077,0.0,0.0,30.076499366760252,5.253984942818861,30.75499897003174,5.224965953953412,30.41004858016968,5.234528788673359,71.3114990234375,6.681075465842951,73.55099754333496,6.348106302706961,72.39793338775635,6.444556431089965,13.638430488109588,0.09389675616636121,13.640251302719117,0.09389106198475186,20
