ChamferL2 x 10000_mean,ChamferL2 x 10000_std,BL quality_mean,BL quality_std,No. ints._mean,No. ints._std,Precision@0.01_mean,Precision@0.01_std,Recall@0.01_mean,Recall@0.01_std,F1@0.01_mean,F1@0.01_std,Precision@0.02_mean,Precision@0.02_std,Recall@0.02_mean,Recall@0.02_std,F1@0.02_mean,F1@0.02_std,Search_mean,Search_std,Total_mean,Total_std,num_test_samples
4.684909820556641,0.0,0.9913471937179565,0.0,0.0,0.0,35.82500076293945,0.0,34.70000076293945,0.0,35.2535285949707,0.0,85.06500244140625,0.0,84.09000396728516,0.0,84.57469177246094,0.0,0.2351093292236328,0.0,0.2351093292236328,0.0,1
