ChamferL2 x 10000_mean,ChamferL2 x 10000_std,BL quality_mean,BL quality_std,No. ints._mean,No. ints._std,Precision@0.01_mean,Precision@0.01_std,Recall@0.01_mean,Recall@0.01_std,F1@0.01_mean,F1@0.01_std,Precision@0.02_mean,Precision@0.02_std,Recall@0.02_mean,Recall@0.02_std,F1@0.02_mean,F1@0.02_std,Search_mean,Search_std,Total_mean,Total_std,num_test_samples
5.6486287117004395,0.0,0.99128258228302,0.0,0.0,0.0,28.969999313354492,0.0,28.279998779296875,0.0,28.620840072631836,0.0,80.81999969482422,0.0,78.98999786376953,0.0,79.89452362060547,0.0,0.22974634170532227,0.0,0.22974634170532227,0.0,1
