ChamferL2 x 10000_mean,ChamferL2 x 10000_std,BL quality_mean,BL quality_std,No. ints._mean,No. ints._std,Precision@0.01_mean,Precision@0.01_std,Recall@0.01_mean,Recall@0.01_std,F1@0.01_mean,F1@0.01_std,Precision@0.02_mean,Precision@0.02_std,Recall@0.02_mean,Recall@0.02_std,F1@0.02_mean,F1@0.02_std,Search_mean,Search_std,Total_mean,Total_std,num_test_samples
10.846392631530762,0.0,0.9937735795974731,0.0,0.0,0.0,16.31999969482422,0.0,16.399999618530273,0.0,16.359899520874023,0.0,60.439998626708984,0.0,63.31999969482422,0.0,61.846492767333984,0.0,0.048425912857055664,0.0,0.048425912857055664,0.0,1
